metrics:	ochiai	ochiai2	tarantula	barinel	opt	dstar	meco	sgf_1	sgf_2	fo1	fo2	fo3	fo4	fo5	fo6	fo7	fo8	fo9	fo10	fo12	fo13	fo14	fo15	fo16	fo17	fo19	fo20	fo21	fo22	
Math-69	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	5.0	14.0	1.0	2.0	3.0	2.0	121.0	113.0	7.0	115.0	36.0	36.0	10.0	2.0	36.0	36.0	109.0	118.0	
Math-70	1.0	1.0	1.0	1.0	1.0	9.0	9.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	36.0	35.0	1.0	35.0	10.0	9.0	1.0	1.0	9.0	9.0	33.0	35.0	
Math-71	1.0	1.0	1.0	1.0	39.0	1.0	1.0	1.0	37.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	113.0	112.0	1.0	112.0	66.0	65.0	1.0	1.0	65.0	65.0	110.0	112.0	
Math-72	1.0	1.0	1.0	1.0	1.0	16.0	16.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	47.0	48.0	1.0	48.0	16.0	16.0	1.0	1.0	16.0	16.0	46.0	48.0	
Math-73	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-8.0	C-8.0	C-1.0	C-8.0	C-7.0	C-7.0	C-1.0	C-1.0	C-7.0	C-7.0	C-8.0	C-8.0	
Math-74	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	28.0	1.0	28.0	12.0	10.0	1.0	1.0	2.0	28.0	115.0	112.0	12.0	112.0	68.0	68.0	12.0	12.0	68.0	68.0	111.0	112.0	
Math-75	1.0	1.0	1.0	1.0	1.0	14.0	14.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	15.0	14.0	1.0	14.0	11.0	10.0	1.0	1.0	10.0	10.0	12.0	14.0	
Math-76	5.0	5.0	6.0	6.0	5.0	5.0	5.0	5.0	5.0	1.0	5.0	5.0	3.0	1.0	1.0	3.0	5.0	125.0	118.0	4.0	120.0	54.0	45.0	3.0	8.0	54.0	45.0	113.0	123.0	
Math-77	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	116.0	115.0	1.0	115.0	17.0	16.0	1.0	1.0	16.0	16.0	113.0	115.0	
Math-78	C-9.0	C-9.0	C-9.0	C-9.0	C-9.0	C-9.0	C-9.0	C-9.0	C-9.0	C-1.0	C-9.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-9.0	C-21.0	C-20.0	C-1.0	C-20.0	C-17.0	C-17.0	C-1.0	C-2.0	C-17.0	C-17.0	C-19.0	C-20.0	
Math-79	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	7.0	9.0	1.0	2.0	4.0	3.0	27.0	24.0	7.0	24.0	3.0	3.0	7.0	4.0	3.0	3.0	22.0	24.0	
Math-80	1.0	1.0	1.0	1.0	1.0	43.0	43.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	124.0	123.0	1.0	123.0	44.0	43.0	1.0	1.0	43.0	43.0	121.0	123.0	
Math-81	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	77.0	74.0	3.0	74.0	25.0	25.0	3.0	1.0	25.0	25.0	72.0	74.0	
Math-82	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	7.0	6.0	20.0	22.0	1.0	2.0	7.0	6.0	85.0	82.0	20.0	82.0	23.0	23.0	20.0	17.0	23.0	23.0	80.0	82.0	
Math-83	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	15.0	17.0	1.0	2.0	5.0	4.0	80.0	77.0	15.0	77.0	20.0	20.0	15.0	12.0	20.0	20.0	75.0	77.0	
Math-84	2.0	2.0	2.0	2.0	9.0	4.0	6.0	2.0	9.0	2.0	3.0	5.0	6.0	2.0	2.0	3.0	2.0	33.0	31.0	4.0	31.0	22.0	22.0	4.0	2.0	23.0	21.0	29.0	30.0	
Math-85	11.0	11.0	11.0	11.0	11.0	10.0	10.0	11.0	11.0	12.0	11.0	25.0	28.0	1.0	2.0	12.0	11.0	54.0	52.0	25.0	52.0	18.0	18.0	25.0	24.0	18.0	18.0	50.0	52.0	
Math-86	2.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	65.0	55.0	1.0	57.0	21.0	23.0	1.0	1.0	20.0	23.0	52.0	60.0	
Math-87	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	9.0	8.0	23.0	25.0	1.0	2.0	9.0	8.0	70.0	67.0	23.0	67.0	21.0	21.0	23.0	20.0	21.0	21.0	65.0	67.0	
Math-88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	6.0	1.0	2.0	2.0	1.0	80.0	77.0	4.0	77.0	26.0	26.0	4.0	1.0	26.0	26.0	75.0	77.0	
Math-89	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	11.0	11.0	2.0	11.0	1.0	1.0	2.0	1.0	1.0	1.0	9.0	11.0	
Math-90	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	5.0	7.0	1.0	2.0	3.0	2.0	13.0	10.0	5.0	10.0	1.0	1.0	5.0	2.0	1.0	1.0	8.0	10.0	
Math-91	1.0	1.0	1.0	1.0	1.0	7.0	7.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	39.0	38.0	1.0	38.0	8.0	7.0	1.0	1.0	7.0	7.0	36.0	38.0	
Math-92	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	17.0	16.0	2.0	16.0	4.0	4.0	2.0	1.0	4.0	4.0	15.0	16.0	
Math-93	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	6.0	1.0	2.0	2.0	2.0	23.0	20.0	3.0	20.0	1.0	1.0	3.0	2.0	1.0	1.0	18.0	20.0	
Math-94	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	21.0	21.0	1.0	2.0	5.0	4.0	3.0	2.0	21.0	2.0	1.0	1.0	21.0	20.0	1.0	1.0	2.0	2.0	
Math-95	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	5.0	7.0	1.0	2.0	3.0	2.0	77.0	74.0	5.0	74.0	21.0	21.0	5.0	2.0	21.0	21.0	72.0	74.0	
Math-96	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	25.0	26.0	1.0	2.0	5.0	4.0	10.0	9.0	25.0	9.0	7.0	7.0	25.0	24.0	7.0	7.0	8.0	9.0	
Math-97	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	8.0	7.0	30.0	30.0	1.0	2.0	8.0	7.0	12.0	11.0	30.0	11.0	8.0	8.0	30.0	29.0	8.0	8.0	11.0	11.0	
Math-98	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	6.0	1.0	2.0	2.0	1.0	47.0	44.0	4.0	44.0	10.0	10.0	4.0	1.0	10.0	10.0	41.0	44.0	
Math-99	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	4.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	6.0	7.0	1.0	7.0	5.0	1.0	1.0	1.0	5.0	1.0	7.0	7.0	
Math-100	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	49.0	49.0	2.0	49.0	29.0	29.0	2.0	2.0	29.0	29.0	47.0	49.0	
Math-101	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0	4.0	11.0	16.0	1.0	2.0	5.0	4.0	9.0	2.0	12.0	5.0	2.0	2.0	16.0	9.0	2.0	2.0	2.0	7.0	
Math-102	8.0	9.0	9.0	10.0	7.0	6.0	6.0	8.0	7.0	33.0	8.0	7.0	66.0	1.0	6.0	33.0	9.0	87.0	29.0	40.0	51.0	12.0	35.0	64.0	7.0	12.0	36.0	28.0	86.0	
Math-103	4.0	4.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	5.0	4.0	9.0	12.0	1.0	2.0	5.0	4.0	33.0	31.0	9.0	31.0	17.0	17.0	9.0	8.0	17.0	17.0	29.0	31.0	
Math-104	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-1.0	C-2.0	C-2.0	C-2.0	C-1.0	C-1.0	C-2.0	C-2.0	C-2.0	C-2.0	
Math-105	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	5.0	1.0	2.0	1.0	1.0	5.0	4.0	2.0	4.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	4.0	
Math-106	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-4.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Collections-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Collections-25	1.0	1.0	1.0	1.0	1.0	17.0	17.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	42.0	43.0	1.0	43.0	16.0	17.0	1.0	1.0	17.0	17.0	41.0	43.0	
Collections-26	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Collections-27	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-18.0	C-16.0	C-1.0	C-16.0	C-7.0	C-7.0	C-1.0	C-1.0	C-7.0	C-7.0	C-16.0	C-16.0	
Collections-28	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	
Codec-1	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	7.0	1.0	2.0	1.0	2.0	21.0	8.0	5.0	14.0	6.0	13.0	5.0	1.0	6.0	14.0	6.0	18.0	
Codec-2	7.0	7.0	6.0	7.0	5.0	6.0	7.0	7.0	5.0	9.0	7.0	20.0	32.0	1.0	3.0	9.0	7.0	23.0	6.0	28.0	11.0	6.0	7.0	32.0	16.0	6.0	7.0	6.0	17.0	
Codec-3	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	6.0	8.0	1.0	2.0	3.0	2.0	20.0	16.0	6.0	16.0	11.0	11.0	6.0	3.0	11.0	11.0	15.0	16.0	
Codec-4	12.0	12.0	12.0	12.0	10.0	12.0	12.0	12.0	10.0	13.0	12.0	32.0	41.0	1.0	3.0	13.0	12.0	23.0	8.0	36.0	13.0	8.0	8.0	41.0	26.0	8.0	8.0	8.0	17.0	
Codec-5	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Codec-6	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	7.0	9.0	1.0	2.0	3.0	2.0	54.0	51.0	7.0	51.0	18.0	18.0	7.0	4.0	18.0	18.0	49.0	51.0	
Codec-7	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	13.0	1.0	3.0	2.0	2.0	68.0	62.0	4.0	64.0	35.0	34.0	6.0	1.0	27.0	35.0	56.0	67.0	
Codec-8	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	10.0	12.0	1.0	2.0	5.0	4.0	44.0	41.0	10.0	41.0	13.0	13.0	10.0	7.0	13.0	13.0	39.0	41.0	
Codec-9	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	8.0	7.0	28.0	32.0	1.0	2.0	8.0	7.0	22.0	22.0	28.0	22.0	12.0	12.0	28.0	27.0	12.0	12.0	18.0	22.0	
Codec-10	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	5.0	6.0	1.0	2.0	3.0	2.0	5.0	4.0	5.0	4.0	3.0	3.0	5.0	4.0	3.0	3.0	3.0	4.0	
Codec-11	9.0	9.0	8.0	10.0	8.0	9.0	8.0	9.0	8.0	1.0	9.0	11.0	3.0	2.0	1.0	2.0	9.0	15.0	11.0	4.0	16.0	10.0	9.0	3.0	9.0	9.0	8.0	11.0	14.0	
Codec-12	C-2.0	C-2.0	C-4.0	C-4.0	C-1.0	C-2.0	C-1.0	C-2.0	C-1.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-3.0	C-4.0	C-41.0	C-3.0	C-1.0	C-38.0	C-7.0	C-26.0	C-1.0	C-1.0	C-3.0	C-25.0	C-3.0	C-49.0	
Codec-13	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	7.0	16.0	1.0	2.0	4.0	3.0	23.0	14.0	10.0	16.0	4.0	4.0	12.0	3.0	4.0	4.0	10.0	19.0	
Codec-14	8.0	10.0	11.0	13.0	7.0	7.0	15.0	8.0	7.0	15.0	2.0	2.0	22.0	1.0	5.0	14.0	4.0	25.0	5.0	11.0	5.0	5.0	14.0	20.0	2.0	5.0	16.0	5.0	23.0	
Codec-15	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	7.0	7.0	1.0	2.0	3.0	2.0	9.0	8.0	7.0	8.0	8.0	8.0	7.0	6.0	8.0	8.0	8.0	8.0	
Codec-16	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-13.0	C-13.0	C-1.0	C-13.0	C-2.0	C-2.0	C-1.0	C-1.0	C-2.0	C-2.0	C-12.0	C-13.0	
Codec-17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	4.0	1.0	2.0	1.0	1.0	16.0	14.0	3.0	14.0	5.0	4.0	3.0	1.0	4.0	4.0	13.0	14.0	
Codec-18	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	3.0	1.0	1.0	6.0	1.0	3.0	1.0	1.0	19.0	15.0	1.0	18.0	5.0	4.0	5.0	1.0	3.0	4.0	14.0	19.0	
Csv-1	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	11.0	10.0	27.0	30.0	1.0	2.0	11.0	10.0	13.0	9.0	27.0	9.0	6.0	6.0	27.0	23.0	6.0	6.0	6.0	9.0	
Csv-2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	7.0	7.0	1.0	2.0	3.0	2.0	6.0	3.0	7.0	3.0	2.0	2.0	7.0	4.0	2.0	2.0	3.0	3.0	
Csv-3	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	21.0	1.0	1.0	23.0	1.0	4.0	2.0	2.0	55.0	42.0	5.0	50.0	34.0	33.0	13.0	1.0	15.0	34.0	33.0	54.0	
Csv-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	1.0	2.0	1.0	1.0	62.0	60.0	3.0	60.0	21.0	20.0	3.0	1.0	20.0	20.0	58.0	60.0	
Csv-5	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	10.0	9.0	26.0	27.0	1.0	2.0	10.0	9.0	30.0	28.0	26.0	28.0	19.0	19.0	26.0	23.0	19.0	19.0	27.0	28.0	
Csv-6	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	6.0	8.0	1.0	2.0	3.0	2.0	75.0	72.0	6.0	72.0	44.0	44.0	6.0	3.0	44.0	44.0	70.0	72.0	
Csv-7	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	13.0	15.0	1.0	2.0	3.0	2.0	62.0	59.0	13.0	59.0	37.0	37.0	13.0	10.0	37.0	37.0	57.0	59.0	
Csv-8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
Csv-9	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	7.0	9.0	1.0	2.0	3.0	2.0	70.0	67.0	7.0	67.0	37.0	37.0	7.0	4.0	37.0	37.0	64.0	67.0	
Csv-10	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	11.0	13.0	12.0	34.0	34.0	1.0	2.0	13.0	12.0	22.0	20.0	34.0	20.0	14.0	14.0	34.0	32.0	14.0	14.0	20.0	20.0	
Csv-11	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	19.0	20.0	1.0	2.0	5.0	4.0	58.0	55.0	19.0	55.0	30.0	30.0	19.0	16.0	30.0	30.0	54.0	55.0	
Csv-12	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	38.0	10.0	9.0	36.0	37.0	1.0	2.0	10.0	9.0	37.0	37.0	36.0	37.0	28.0	28.0	36.0	36.0	28.0	28.0	36.0	37.0	
Csv-13	15.0	14.0	14.0	14.0	15.0	15.0	12.0	15.0	14.0	13.0	15.0	55.0	56.0	2.0	2.0	13.0	15.0	37.0	36.0	55.0	36.0	14.0	11.0	55.0	54.0	14.0	11.0	35.0	36.0	
Csv-14	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	8.0	6.0	13.0	44.0	1.0	3.0	8.0	6.0	51.0	14.0	37.0	21.0	14.0	15.0	44.0	6.0	14.0	15.0	14.0	44.0	
Csv-15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	7.0	9.0	1.0	2.0	2.0	1.0	24.0	24.0	7.0	24.0	19.0	19.0	7.0	4.0	19.0	19.0	24.0	24.0	
Csv-16	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	7.0	6.0	36.0	37.0	1.0	2.0	7.0	6.0	34.0	32.0	36.0	32.0	25.0	25.0	36.0	33.0	25.0	25.0	31.0	32.0	
Cli-1	11.0	8.0	7.0	7.0	20.0	11.0	6.0	11.0	9.0	1.0	20.0	1.0	1.0	2.0	1.0	2.0	20.0	3.0	5.0	1.0	3.0	11.0	1.0	1.0	5.0	14.0	1.0	5.0	1.0	
Cli-2	2.0	2.0	2.0	2.0	16.0	2.0	3.0	2.0	4.0	3.0	5.0	4.0	6.0	2.0	2.0	2.0	2.0	69.0	69.0	3.0	68.0	36.0	35.0	3.0	4.0	35.0	32.0	67.0	68.0	
Cli-3	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	4.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	73.0	73.0	1.0	74.0	46.0	45.0	1.0	3.0	45.0	45.0	70.0	74.0	
Cli-4	1.0	2.0	2.0	2.0	14.0	1.0	1.0	1.0	1.0	6.0	3.0	3.0	11.0	2.0	3.0	2.0	2.0	66.0	63.0	4.0	66.0	30.0	29.0	6.0	5.0	26.0	28.0	59.0	67.0	
Cli-5	5.0	9.0	6.0	6.0	2.0	5.0	17.0	5.0	10.0	30.0	12.0	27.0	47.0	1.0	3.0	30.0	12.0	47.0	31.0	32.0	35.0	2.0	19.0	36.0	22.0	2.0	19.0	23.0	40.0	
Cli-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Cli-7	1.0	1.0	1.0	1.0	1.0	43.0	43.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	107.0	106.0	1.0	106.0	43.0	42.0	1.0	1.0	42.0	42.0	104.0	106.0	
Cli-8	5.0	4.0	4.0	4.0	6.0	5.0	4.0	5.0	3.0	5.0	6.0	8.0	8.0	2.0	2.0	6.0	7.0	6.0	5.0	7.0	4.0	3.0	2.0	6.0	7.0	5.0	2.0	5.0	2.0	
Cli-9	2.0	2.0	2.0	2.0	16.0	1.0	1.0	2.0	1.0	8.0	5.0	4.0	12.0	2.0	3.0	3.0	3.0	82.0	80.0	5.0	82.0	47.0	46.0	7.0	5.0	42.0	44.0	74.0	83.0	
Cli-10	36.0	32.0	36.0	36.0	36.0	36.0	26.0	36.0	28.0	9.0	25.0	39.0	42.0	2.0	2.0	11.0	25.0	40.0	40.0	38.0	40.0	27.0	12.0	38.0	39.0	29.0	12.0	37.0	39.0	
Cli-11	9.0	9.0	7.0	9.0	22.0	9.0	9.0	9.0	10.0	6.0	18.0	15.0	13.0	2.0	2.0	6.0	18.0	39.0	44.0	13.0	41.0	24.0	11.0	11.0	16.0	24.0	11.0	43.0	40.0	
Cli-12	1.0	1.0	2.0	3.0	22.0	1.0	1.0	1.0	2.0	11.0	5.0	6.0	24.0	3.0	4.0	6.0	3.0	79.0	68.0	10.0	77.0	56.0	58.0	16.0	8.0	51.0	56.0	64.0	82.0	
Cli-13	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	34.0	35.0	34.0	78.0	78.0	1.0	2.0	35.0	34.0	47.0	45.0	78.0	45.0	33.0	33.0	78.0	76.0	33.0	33.0	45.0	45.0	
Cli-14	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	10.0	9.0	21.0	23.0	1.0	2.0	10.0	9.0	65.0	63.0	21.0	63.0	51.0	51.0	21.0	18.0	51.0	51.0	61.0	63.0	
Cli-15	46.0	47.0	47.0	47.0	43.0	47.0	47.0	46.0	43.0	1.0	47.0	55.0	48.0	1.0	1.0	1.0	47.0	34.0	33.0	53.0	33.0	30.0	30.0	51.0	59.0	30.0	30.0	33.0	33.0	
Cli-16	69.0	75.0	79.0	93.0	38.0	66.0	102.0	69.0	40.0	108.0	71.0	137.0	147.0	1.0	8.0	108.0	72.0	38.0	18.0	147.0	18.0	18.0	53.0	147.0	127.0	18.0	54.0	18.0	28.0	
Cli-17	C-1.0	C-1.0	C-1.0	C-1.0	C-12.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-6.0	C-3.0	C-1.0	C-3.0	C-10.0	C-3.0	C-1.0	C-1.0	C-13.0	C-3.0	C-3.0	C-3.0	
Cli-18	50.0	51.0	48.0	51.0	52.0	51.0	51.0	50.0	47.0	1.0	46.0	2.0	2.0	3.0	1.0	3.0	46.0	78.0	82.0	2.0	82.0	44.0	46.0	2.0	7.0	46.0	46.0	82.0	82.0	
Cli-19	23.0	13.0	17.0	13.0	23.0	23.0	13.0	23.0	13.0	1.0	39.0	2.0	2.0	2.0	1.0	2.0	39.0	7.0	11.0	2.0	11.0	15.0	9.0	2.0	5.0	18.0	9.0	9.0	11.0	
